comprador_id,renda_mensal_declarada,idade,estado_civil,profissao,numero_imoveis_adquiridos,possui_restricao_credito,pep
CPF-04357,4061.29,61,Divorciado,Servidor,1,0,0
CPF-05272,8223.24,35,Divorciado,Autônomo,2,0,0
CPF-04154,9231.42,26,Divorciado,Empresário,1,1,0
CPF-03996,5410.99,37,Casado,Médico,1,0,0
CPF-03983,11322.46,64,Divorciado,Advogado,1,0,0
CPF-01960,5462.07,55,Casado,Empresário,1,0,0
CPF-09015,4236.32,26,Divorciado,Não informado,3,0,0
CPF-04740,4157.4,52,Casado,Outros,1,0,0
CPF-06269,10869.41,28,Casado,Engenheiro,1,0,0
CPF-03194,7540.3,48,Divorciado,Outros,2,0,0
CPF-01721,10880.57,58,Solteiro,Médico,2,0,0
CPF-03381,9554.48,46,Casado,Comerciante,2,0,0
CPF-07778,8295.56,38,Solteiro,Autônomo,1,0,0
CPF-04298,5948.56,32,Solteiro,Médico,1,1,0
CPF-00537,11302.46,52,Casado,Médico,2,0,0
CPF-00692,6022.53,53,Solteiro,Comerciante,2,0,0
CPF-02291,6155.51,30,Casado,Engenheiro,1,1,0
CPF-02790,9267.91,35,Divorciado,Comerciante,1,0,0
CPF-03460,8660.67,57,Solteiro,Autônomo,2,0,0
CPF-03221,2718.88,45,Casado,Médico,1,0,0
CPF-04490,7092.02,64,Casado,Comerciante,2,0,0
CPF-00802,2596.31,45,Divorciado,Outros,1,0,0
CPF-06666,6025.76,39,Casado,Outros,2,0,0
CPF-04287,6862.58,32,Casado,Médico,1,0,0
CPF-06519,10145.6,25,Casado,Autônomo,1,0,0
CPF-02467,11347.44,30,Solteiro,Servidor,1,0,0
CPF-02393,7821.4,35,Divorciado,Comerciante,1,1,0
CPF-01817,7326.69,50,Solteiro,Comerciante,2,0,0
CPF-06260,6388.69,61,Solteiro,Empresário,1,0,0
CPF-06160,10482.36,36,Solteiro,Engenheiro,2,0,0
CPF-00598,6584.12,35,Divorciado,Empresário,1,0,0
CPF-06809,6122.92,50,Casado,Empresário,2,0,0
CPF-05746,10320.0,65,Casado,Comerciante,2,0,0
CPF-05320,5941.32,35,Casado,Empresário,1,0,0
CPF-05728,11016.31,40,Solteiro,Servidor,1,1,0
CPF-04064,5718.0,57,Casado,Autônomo,1,1,0
CPF-07491,7390.31,65,Divorciado,Autônomo,1,0,0
CPF-00005,5868.69,47,Casado,Advogado,1,0,0
CPF-02860,5144.5,33,Casado,Comerciante,1,0,0
CPF-01890,4674.32,38,Solteiro,Servidor,1,0,0
CPF-01122,3842.2,35,Solteiro,Advogado,1,0,0
CPF-07008,9880.42,64,Divorciado,Outros,2,0,0
CPF-07482,12393.8,61,Divorciado,Engenheiro,2,0,0
CPF-07617,8015.98,32,Casado,Médico,1,1,0
CPF-01087,10095.4,34,Divorciado,Advogado,2,0,0
CPF-02356,10529.48,64,Divorciado,Autônomo,2,0,0
CPF-05960,12494.56,34,Casado,Empresário,2,0,0
CPF-03826,11179.62,62,Divorciado,Outros,2,0,0
CPF-07429,7251.33,64,Solteiro,Servidor,1,0,0
CPF-03241,6940.54,46,Divorciado,Advogado,1,0,0
CPF-01911,3300.84,49,Solteiro,Outros,2,0,0
CPF-01790,11450.24,36,Divorciado,Autônomo,2,0,0
CPF-05531,8434.14,65,Casado,Engenheiro,1,0,1
CPF-01304,9940.32,31,Divorciado,Empresário,2,1,0
CPF-07226,2255.63,63,Divorciado,Empresário,1,0,0
CPF-06338,2163.61,55,Divorciado,Comerciante,2,0,0
CPF-07281,5474.43,30,Casado,Empresário,2,0,0
CPF-01991,9620.73,41,Casado,Empresário,2,1,0
CPF-00102,4301.14,30,Casado,Outros,1,0,0
CPF-01401,10228.16,31,Divorciado,Médico,1,0,0
CPF-05001,5670.95,26,Solteiro,Advogado,2,0,0
CPF-00949,8224.72,41,Casado,Outros,1,0,0
CPF-05570,10573.35,61,Casado,Empresário,2,0,0
CPF-04306,5609.7,36,Solteiro,Engenheiro,2,0,0
CPF-06375,7878.38,39,Solteiro,Engenheiro,1,0,0
CPF-02317,5102.37,49,Divorciado,Autônomo,1,0,0
CPF-01682,3242.61,47,Divorciado,Médico,2,1,0
CPF-02397,4985.96,40,Solteiro,Advogado,1,0,0
CPF-01489,5237.84,58,Divorciado,Servidor,2,0,0
CPF-02473,13181.6,37,Casado,Comerciante,1,0,0
CPF-02148,4465.67,41,Divorciado,Empresário,1,1,0
CPF-00273,11034.5,37,Divorciado,Comerciante,1,0,0
CPF-01608,5255.99,40,Casado,Servidor,2,1,0
CPF-01147,5161.63,60,Divorciado,Comerciante,1,1,1
CPF-06630,8471.18,64,Solteiro,Empresário,1,0,0
CPF-07608,7167.13,28,Casado,Advogado,1,0,0
CPF-03127,9144.74,54,Solteiro,Advogado,1,0,0
CPF-05419,5422.9,47,Solteiro,Comerciante,2,0,0
CPF-02165,11165.0,59,Solteiro,Engenheiro,2,0,0
CPF-07129,4941.16,65,Casado,Autônomo,2,0,0
CPF-00038,7546.97,43,Divorciado,Comerciante,2,0,0
CPF-07462,11269.93,40,Casado,Servidor,2,0,0
CPF-00519,3881.14,27,Divorciado,Advogado,2,0,0
CPF-00219,11666.47,47,Solteiro,Outros,1,0,0
CPF-05904,5624.87,59,Divorciado,Comerciante,2,0,0
CPF-04686,9048.78,63,Casado,Outros,1,0,0
CPF-01626,3022.15,37,Solteiro,Servidor,1,0,0
CPF-06424,16381.88,39,Divorciado,Advogado,2,0,0
CPF-02126,10665.7,41,Divorciado,Empresário,1,0,0
CPF-04692,8585.21,59,Divorciado,Outros,2,0,0
CPF-07038,8950.34,49,Solteiro,Servidor,2,0,0
CPF-04713,10926.33,48,Solteiro,Outros,1,0,0
CPF-02238,8949.55,37,Solteiro,Autônomo,1,0,0
CPF-06460,8171.29,50,Casado,Advogado,1,0,0
CPF-07047,4651.54,40,Divorciado,Servidor,2,1,0
CPF-04204,8403.09,52,Solteiro,Outros,2,0,0
CPF-03921,8559.58,39,Casado,Médico,1,0,0
CPF-00544,10411.02,51,Solteiro,Advogado,2,1,0
CPF-04932,11850.87,28,Solteiro,Autônomo,1,0,0
CPF-06691,9643.83,53,Casado,Empresário,2,1,0
CPF-00291,7128.94,55,Solteiro,Médico,2,0,0
CPF-01808,4352.62,65,Casado,Autônomo,2,0,0
CPF-02550,9763.55,39,Solteiro,Empresário,1,1,1
CPF-02845,6898.95,29,Solteiro,Outros,1,0,0
CPF-04491,8670.25,53,Casado,Médico,1,0,0
CPF-00947,6385.55,29,Solteiro,Comerciante,2,0,0
CPF-01284,11453.56,33,Solteiro,Médico,1,0,0
CPF-01546,9811.05,59,Casado,Médico,2,0,0
CPF-09019,2068.97,33,Solteiro,Autônomo,6,0,0
CPF-05945,7625.74,55,Casado,Comerciante,2,0,0
CPF-07853,9970.07,61,Solteiro,Empresário,1,0,0
CPF-05447,12838.51,43,Solteiro,Servidor,1,0,0
CPF-05075,10770.23,29,Solteiro,Advogado,2,0,0
CPF-01494,4880.91,65,Casado,Médico,1,0,0
CPF-00450,15131.8,31,Divorciado,Autônomo,1,0,0
CPF-06803,13870.0,41,Divorciado,Comerciante,1,0,0
CPF-07301,1500.0,38,Casado,Engenheiro,1,0,0
CPF-00321,5614.12,43,Solteiro,Comerciante,2,0,0
CPF-03041,7269.64,40,Divorciado,Empresário,2,0,0
CPF-02219,15231.67,39,Casado,Servidor,1,0,0
CPF-04586,9829.81,62,Divorciado,Comerciante,1,0,0
CPF-07723,8055.67,56,Casado,Comerciante,1,0,0
CPF-01759,9101.17,63,Solteiro,Comerciante,2,0,0
CPF-03403,8082.63,28,Casado,Médico,2,0,0
CPF-06149,5879.17,45,Divorciado,Outros,1,0,0
CPF-02587,10401.15,26,Solteiro,Outros,1,0,0
CPF-07984,8602.87,36,Divorciado,Comerciante,2,0,0
CPF-06198,7334.62,41,Solteiro,Advogado,1,0,0
CPF-07292,12420.26,42,Solteiro,Engenheiro,1,0,0
CPF-01565,13319.08,51,Divorciado,Servidor,1,0,0
CPF-00891,4542.21,50,Casado,Advogado,2,0,0
CPF-04705,15985.28,47,Solteiro,Servidor,2,0,0
CPF-01947,6498.41,25,Divorciado,Autônomo,1,0,0
CPF-03302,8954.87,48,Solteiro,Engenheiro,1,0,0
CPF-02292,4247.68,50,Casado,Autônomo,1,0,0
CPF-01745,7109.12,33,Divorciado,Advogado,1,0,0
CPF-02819,12139.47,49,Divorciado,Autônomo,2,0,0
CPF-05470,8068.14,59,Divorciado,Comerciante,1,0,0
CPF-04747,11639.07,55,Solteiro,Engenheiro,1,0,0
CPF-03494,5210.68,63,Casado,Comerciante,1,0,0
CPF-04299,8823.29,61,Solteiro,Empresário,2,0,0
CPF-06576,10832.41,32,Casado,Comerciante,1,1,0
CPF-06272,2611.05,51,Divorciado,Autônomo,2,0,0
CPF-07746,4657.51,62,Casado,Médico,1,1,0
CPF-06037,5462.67,38,Solteiro,Engenheiro,1,0,0
CPF-00226,12203.7,63,Solteiro,Médico,1,0,0
CPF-02723,3822.86,52,Divorciado,Empresário,1,0,0
CPF-05915,9424.48,45,Solteiro,Empresário,1,1,0
CPF-04800,5112.61,64,Casado,Outros,1,0,0
CPF-02277,4970.87,28,Solteiro,Autônomo,1,0,0
CPF-07153,12284.68,47,Divorciado,Outros,1,0,0
CPF-06815,9948.68,28,Solteiro,Engenheiro,1,0,0
CPF-04179,12275.46,36,Casado,Servidor,1,0,0
CPF-07253,6793.36,57,Casado,Empresário,2,0,1
CPF-02967,2912.99,47,Solteiro,Médico,2,0,0
CPF-05768,8820.0,58,Solteiro,Engenheiro,2,1,0
CPF-04616,7380.29,46,Casado,Engenheiro,2,0,0
CPF-04865,7029.43,36,Casado,Empresário,2,0,0
CPF-07651,11178.29,58,Divorciado,Outros,2,0,0
CPF-00131,7108.83,27,Casado,Comerciante,1,0,0
CPF-01989,9583.56,55,Divorciado,Advogado,1,0,0
CPF-00064,9785.72,39,Casado,Engenheiro,2,0,0
CPF-00395,15020.56,51,Divorciado,Engenheiro,1,0,0
CPF-04879,9791.4,52,Casado,Autônomo,2,0,0
CPF-00264,5178.1,28,Divorciado,Empresário,1,0,0
CPF-06181,7106.77,48,Casado,Advogado,2,0,0
CPF-05968,8717.75,40,Divorciado,Comerciante,2,0,0
CPF-04436,6534.36,43,Solteiro,Médico,2,0,0
CPF-06674,7315.39,31,Casado,Médico,1,0,0
CPF-00708,2317.89,31,Solteiro,Médico,1,0,0
CPF-05380,5666.29,43,Divorciado,Empresário,1,0,0
CPF-02766,3771.78,27,Divorciado,Outros,1,0,0
CPF-06192,7674.6,54,Casado,Outros,1,0,0
CPF-00875,3798.62,33,Divorciado,Médico,1,0,0
CPF-07518,9990.9,32,Divorciado,Médico,2,1,0
CPF-07479,8581.88,51,Casado,Outros,1,0,0
CPF-01483,8774.78,60,Solteiro,Médico,1,0,0
CPF-01775,5872.97,65,Casado,Advogado,2,0,0
CPF-01102,7525.16,55,Solteiro,Autônomo,1,1,0
CPF-02408,7372.08,57,Casado,Outros,2,0,0
CPF-00998,7883.1,42,Solteiro,Outros,2,0,0
CPF-03694,11208.5,44,Divorciado,Autônomo,2,0,0
CPF-07603,7924.38,57,Solteiro,Servidor,1,0,0
CPF-00386,13231.51,31,Solteiro,Autônomo,2,0,0
CPF-06409,5965.83,64,Solteiro,Médico,2,0,0
CPF-00838,8378.68,55,Casado,Empresário,2,0,0
CPF-04249,5315.12,42,Divorciado,Advogado,1,0,0
CPF-07265,9991.75,47,Casado,Empresário,2,0,0
CPF-04203,8955.98,57,Casado,Empresário,2,0,0
CPF-02636,7132.15,31,Solteiro,Autônomo,1,0,0
CPF-02597,7911.13,60,Casado,Comerciante,2,0,0
CPF-05889,9270.1,25,Divorciado,Outros,2,0,0
CPF-07232,5209.56,65,Solteiro,Empresário,2,0,0
CPF-02783,8881.03,59,Solteiro,Advogado,2,1,0
CPF-07584,9533.17,34,Divorciado,Comerciante,2,0,0
CPF-06435,10333.48,63,Solteiro,Advogado,1,0,0
CPF-03810,8508.6,36,Divorciado,Advogado,2,1,0
CPF-06184,12251.67,47,Casado,Médico,2,1,0
CPF-07414,10379.86,61,Solteiro,Servidor,2,0,0
CPF-03909,10769.78,58,Divorciado,Médico,2,0,0
CPF-03648,3164.51,47,Casado,Outros,2,0,0
CPF-06706,3662.08,57,Divorciado,Médico,1,0,0
CPF-04841,6992.66,35,Casado,Servidor,2,0,0
CPF-05306,9490.68,63,Casado,Advogado,2,0,0
CPF-05640,10212.47,46,Divorciado,Autônomo,2,0,0
CPF-07454,5152.19,33,Casado,Autônomo,1,0,1
CPF-03268,4434.22,35,Casado,Servidor,1,0,0
CPF-06865,5793.21,41,Divorciado,Advogado,1,1,0
CPF-06297,2807.39,53,Divorciado,Outros,1,1,0
CPF-02074,9231.76,41,Casado,Médico,1,1,0
CPF-02730,5536.49,62,Casado,Comerciante,2,0,0
CPF-06171,11683.51,36,Solteiro,Engenheiro,2,0,0
CPF-04529,4637.39,33,Solteiro,Engenheiro,1,0,0
CPF-07126,3824.34,36,Divorciado,Engenheiro,1,0,0
CPF-02640,7947.5,58,Casado,Engenheiro,2,0,0
CPF-05721,10423.38,40,Divorciado,Comerciante,2,0,0
CPF-03032,8330.65,35,Casado,Advogado,1,0,0
CPF-03670,5677.54,55,Divorciado,Empresário,2,0,0
CPF-04313,10435.61,34,Divorciado,Servidor,1,0,1
CPF-00684,6093.18,35,Solteiro,Empresário,2,0,0
CPF-05684,8232.96,64,Solteiro,Empresário,2,0,0
CPF-05920,11722.58,28,Divorciado,Médico,1,0,0
CPF-07627,10826.99,26,Solteiro,Engenheiro,2,1,0
CPF-01259,7515.25,56,Divorciado,Empresário,2,0,0
CPF-05114,6124.66,63,Solteiro,Advogado,1,0,0
CPF-03110,9161.11,25,Solteiro,Servidor,1,0,0
CPF-05623,7356.65,43,Solteiro,Empresário,2,0,0
CPF-06328,14537.28,32,Casado,Empresário,2,0,0
CPF-02364,4006.05,42,Casado,Médico,2,1,0
CPF-03808,6378.92,54,Divorciado,Advogado,1,0,0
CPF-05458,7053.67,55,Solteiro,Engenheiro,1,0,0
CPF-06910,8754.48,35,Divorciado,Médico,1,0,0
CPF-03568,9339.97,27,Casado,Advogado,2,0,0
CPF-01071,5735.13,39,Solteiro,Médico,1,0,0
CPF-05082,5783.79,41,Solteiro,Empresário,2,0,0
CPF-07686,7522.85,40,Casado,Engenheiro,2,0,0
CPF-02785,12786.13,46,Divorciado,Comerciante,2,0,0
CPF-03204,6296.1,40,Divorciado,Autônomo,2,0,1
CPF-06139,1967.59,29,Divorciado,Outros,2,0,0
CPF-07824,11998.43,64,Solteiro,Engenheiro,2,0,0
CPF-01025,9488.12,64,Casado,Outros,2,0,0
CPF-04297,9479.28,39,Solteiro,Médico,2,0,0
CPF-05120,10420.85,49,Solteiro,Advogado,1,0,0
CPF-05031,4860.52,52,Solteiro,Autônomo,2,0,0
CPF-00920,3414.6,62,Divorciado,Comerciante,2,0,0
CPF-05167,6210.79,53,Divorciado,Servidor,2,0,0
CPF-07325,9766.77,41,Divorciado,Servidor,1,0,0
CPF-04282,1500.0,61,Casado,Médico,1,0,0
CPF-00525,3456.27,33,Solteiro,Outros,2,0,0
CPF-07507,8880.22,41,Solteiro,Comerciante,2,0,0
CPF-06802,12719.89,51,Casado,Advogado,2,0,1
CPF-01348,10073.52,58,Divorciado,Autônomo,2,0,0
CPF-06017,3124.48,42,Divorciado,Médico,2,0,1
CPF-04660,7994.72,38,Divorciado,Empresário,1,0,0
CPF-00030,6995.14,57,Divorciado,Advogado,2,0,0
CPF-03134,10618.25,32,Casado,Autônomo,1,0,0
CPF-07891,11589.3,62,Divorciado,Médico,1,0,0
CPF-04347,8944.84,48,Solteiro,Empresário,1,0,0
CPF-03261,6920.96,57,Divorciado,Servidor,2,0,0
CPF-00114,13853.42,46,Divorciado,Engenheiro,2,0,0
CPF-02837,3850.17,59,Casado,Servidor,2,0,0
CPF-03093,4811.03,58,Solteiro,Empresário,1,1,1
CPF-03948,5743.33,29,Solteiro,Médico,2,0,0
CPF-06248,4309.29,52,Solteiro,Autônomo,2,0,0
CPF-04209,9720.84,32,Divorciado,Empresário,2,0,0
CPF-03206,5840.45,55,Solteiro,Outros,1,0,0
CPF-00213,7943.5,55,Divorciado,Engenheiro,2,1,0
CPF-02392,10527.94,48,Casado,Médico,1,1,0
CPF-00081,10155.2,28,Solteiro,Engenheiro,2,0,0
CPF-01928,9677.76,47,Casado,Engenheiro,1,1,0
CPF-02627,6282.2,57,Casado,Comerciante,1,0,0
CPF-05779,9852.36,45,Solteiro,Empresário,2,0,0
CPF-03680,5746.45,46,Solteiro,Médico,1,0,0
CPF-03008,7186.74,49,Divorciado,Empresário,2,0,0
CPF-01605,5361.25,27,Divorciado,Advogado,1,0,0
CPF-03883,2324.33,45,Divorciado,Outros,2,0,0
CPF-01833,8137.75,44,Casado,Comerciante,1,0,0
CPF-04018,10297.17,58,Divorciado,Servidor,2,0,0
CPF-00391,9185.22,56,Solteiro,Empresário,2,0,0
CPF-07264,2285.36,43,Divorciado,Comerciante,2,0,0
CPF-03419,6855.03,47,Casado,Comerciante,1,1,0
CPF-04817,6954.12,60,Divorciado,Médico,2,0,0
CPF-02098,8547.38,40,Solteiro,Médico,2,0,0
CPF-00927,3312.98,46,Casado,Empresário,1,0,0
CPF-06649,8932.38,36,Casado,Comerciante,2,0,0
CPF-01630,12385.88,58,Divorciado,Outros,1,0,0
CPF-02147,5290.05,46,Divorciado,Servidor,1,0,0
CPF-00427,1669.99,58,Casado,Autônomo,2,0,0
CPF-03022,9465.64,53,Divorciado,Comerciante,1,0,0
CPF-06709,3352.54,39,Divorciado,Servidor,2,0,0
CPF-06701,3055.71,36,Casado,Engenheiro,2,0,0
CPF-07565,8795.95,29,Divorciado,Autônomo,1,0,0
CPF-05558,5672.21,31,Divorciado,Médico,2,0,0
CPF-01381,7766.36,28,Casado,Médico,2,0,0
CPF-03019,6371.31,57,Casado,Empresário,2,0,0
CPF-05017,14481.52,29,Casado,Outros,1,1,0
CPF-00173,8736.19,48,Solteiro,Advogado,2,0,0
CPF-03424,9939.75,31,Casado,Comerciante,1,0,0
CPF-02228,7494.91,29,Divorciado,Servidor,1,0,0
CPF-00889,9084.04,44,Casado,Comerciante,2,0,1
CPF-00307,8117.11,35,Divorciado,Autônomo,2,0,0
CPF-07104,8624.85,50,Solteiro,Autônomo,2,0,0
CPF-00616,7404.47,29,Divorciado,Empresário,2,0,0
CPF-06208,9532.41,28,Divorciado,Comerciante,1,0,0
CPF-03084,10885.34,65,Casado,Médico,2,0,0
CPF-02078,9136.26,35,Solteiro,Servidor,2,0,0
CPF-01089,2151.21,38,Divorciado,Médico,2,0,0
CPF-06220,6867.81,55,Divorciado,Engenheiro,2,0,0
CPF-01625,7360.63,42,Casado,Médico,2,0,0
CPF-02418,1531.1,60,Divorciado,Outros,2,0,0
CPF-04997,16769.83,50,Solteiro,Engenheiro,2,0,1
CPF-07095,6384.74,48,Solteiro,Empresário,2,0,0
CPF-06788,9618.66,43,Divorciado,Outros,1,0,0
CPF-01283,2378.12,57,Solteiro,Autônomo,2,0,0
CPF-00223,6202.76,31,Casado,Autônomo,1,1,0
CPF-04570,5103.45,42,Solteiro,Comerciante,2,0,0
CPF-02585,6845.43,60,Casado,Advogado,2,0,0
CPF-06452,8381.84,65,Casado,Comerciante,1,0,0
CPF-02557,8068.04,40,Divorciado,Outros,2,0,0
CPF-01158,5142.53,52,Casado,Servidor,1,0,0
CPF-03103,9922.11,60,Casado,Médico,2,1,0
CPF-07831,2681.17,57,Solteiro,Servidor,1,0,0
CPF-01658,11497.94,33,Casado,Médico,1,0,0
CPF-01409,8268.2,33,Casado,Servidor,2,0,0
CPF-02270,6135.04,47,Solteiro,Outros,2,0,0
CPF-04542,13546.94,27,Casado,Servidor,2,0,0
CPF-05606,9301.57,36,Solteiro,Autônomo,2,0,0
CPF-07166,3286.77,55,Casado,Servidor,2,0,0
CPF-04863,7897.82,54,Solteiro,Empresário,2,1,0
CPF-05652,8844.89,57,Casado,Comerciante,2,0,0
CPF-05680,14352.55,57,Divorciado,Outros,1,0,1
CPF-06410,8046.33,44,Solteiro,Servidor,2,1,0
CPF-02239,3492.89,35,Divorciado,Médico,1,0,0
CPF-06946,4719.83,53,Divorciado,Servidor,1,0,0
CPF-02922,12950.86,43,Solteiro,Engenheiro,2,0,0
CPF-01509,7150.22,48,Solteiro,Médico,1,0,0
CPF-02551,8911.93,40,Divorciado,Autônomo,2,0,0
CPF-00789,6237.02,35,Solteiro,Médico,1,0,0
CPF-02592,16038.75,34,Divorciado,Empresário,2,0,0
CPF-06088,4015.14,64,Solteiro,Servidor,2,0,0
CPF-06906,7486.84,39,Casado,Empresário,2,0,0
CPF-07449,12880.62,42,Solteiro,Empresário,2,0,0
CPF-01791,5139.06,32,Divorciado,Servidor,2,0,0
CPF-05015,9095.64,51,Casado,Autônomo,2,0,0
CPF-04995,7920.41,47,Divorciado,Engenheiro,2,0,0
CPF-03837,9873.88,40,Divorciado,Engenheiro,1,0,0
CPF-06474,14591.35,36,Solteiro,Outros,1,0,0
CPF-09004,3944.39,65,Solteiro,Autônomo,6,0,0
CPF-05615,5923.84,53,Divorciado,Servidor,1,1,1
CPF-05591,7917.37,48,Solteiro,Autônomo,1,0,0
CPF-05326,11786.45,34,Solteiro,Empresário,2,0,0
CPF-06569,6251.19,49,Solteiro,Comerciante,1,0,0
CPF-01157,8925.05,51,Casado,Outros,2,1,0
CPF-01653,7632.24,48,Solteiro,Autônomo,2,0,0
CPF-05597,8468.92,36,Casado,Médico,2,0,0
CPF-04333,5013.21,48,Solteiro,Empresário,1,0,0
CPF-07387,2582.48,46,Solteiro,Outros,2,0,0
CPF-09011,2959.92,64,Divorciado,Autônomo,5,0,0
CPF-05468,9503.82,47,Casado,Autônomo,2,0,0
CPF-01852,10940.58,42,Divorciado,Servidor,1,0,0
CPF-07680,8469.81,40,Casado,Empresário,2,0,0
CPF-02656,4890.01,54,Divorciado,Engenheiro,1,0,0
CPF-03773,11506.1,62,Divorciado,Engenheiro,1,1,0
CPF-06428,6798.31,46,Solteiro,Médico,2,0,0
CPF-07293,5654.2,63,Solteiro,Empresário,2,0,0
CPF-07074,9231.45,53,Casado,Engenheiro,2,1,0
CPF-07913,9182.34,27,Casado,Empresário,1,0,0
CPF-06753,5671.84,42,Divorciado,Servidor,2,0,0
CPF-01351,11696.09,43,Solteiro,Autônomo,2,0,0
CPF-03210,7353.04,26,Divorciado,Servidor,1,0,0
CPF-03565,3733.41,57,Solteiro,Empresário,1,0,0
CPF-06244,4808.35,51,Divorciado,Engenheiro,2,0,0
CPF-01770,1585.9,27,Solteiro,Servidor,2,0,0
CPF-04780,7205.21,40,Divorciado,Autônomo,1,0,0
CPF-05304,9487.73,41,Casado,Médico,1,0,0
CPF-03858,11370.01,35,Casado,Engenheiro,1,0,0
CPF-07152,4733.63,43,Solteiro,Servidor,1,0,0
CPF-01270,6411.6,58,Solteiro,Médico,1,0,0
CPF-06092,5042.43,58,Divorciado,Engenheiro,2,0,0
CPF-01541,4014.77,65,Solteiro,Médico,2,0,0
CPF-05142,6526.43,34,Solteiro,Advogado,2,0,0
CPF-00461,9534.03,25,Casado,Autônomo,2,0,0
CPF-02452,2894.14,64,Divorciado,Comerciante,1,0,0
CPF-03751,9400.19,33,Divorciado,Empresário,2,0,0
CPF-04412,7650.59,62,Solteiro,Servidor,1,0,0
CPF-01878,5984.8,62,Solteiro,Comerciante,1,0,0
CPF-05650,7105.14,48,Casado,Advogado,2,1,0
CPF-00763,9031.26,58,Casado,Autônomo,1,0,0
CPF-09006,3288.14,54,Divorciado,Autônomo,8,0,0
CPF-07502,6296.05,30,Casado,Médico,1,0,0
CPF-03069,5383.4,41,Casado,Médico,1,0,0
CPF-03348,9487.46,25,Divorciado,Médico,1,0,0
CPF-03327,5686.5,50,Solteiro,Servidor,2,0,0
CPF-06236,4964.24,26,Divorciado,Autônomo,2,1,1
CPF-00453,5144.43,25,Solteiro,Advogado,2,0,0
CPF-03282,13142.26,58,Casado,Autônomo,1,0,0
CPF-04273,9763.74,56,Solteiro,Médico,2,0,0
CPF-06072,8657.88,50,Casado,Comerciante,2,0,0
CPF-06247,6669.05,62,Solteiro,Engenheiro,1,0,0
CPF-09003,1500.0,45,Solteiro,Autônomo,6,0,0
CPF-01462,7212.64,49,Divorciado,Autônomo,1,0,0
CPF-02642,2344.7,53,Casado,Outros,2,0,1
CPF-05644,11233.16,54,Divorciado,Advogado,2,0,0
CPF-05135,9007.3,36,Casado,Médico,2,0,0
CPF-05698,5283.26,41,Solteiro,Médico,1,0,0
CPF-04387,11966.01,40,Casado,Outros,1,0,1
CPF-04818,5057.99,28,Divorciado,Advogado,1,0,0
CPF-02102,10600.05,33,Divorciado,Advogado,1,0,0
CPF-06665,7352.26,38,Casado,Médico,2,0,0
CPF-00266,14667.01,65,Casado,Autônomo,1,0,0
CPF-03788,14345.6,52,Solteiro,Servidor,1,0,0
CPF-06672,9658.97,41,Casado,Médico,2,0,0
CPF-07398,11793.54,64,Solteiro,Médico,2,0,0
CPF-00864,8979.17,49,Solteiro,Servidor,2,0,0
CPF-00126,12801.6,62,Casado,Servidor,1,0,0
CPF-00797,9840.99,32,Divorciado,Empresário,1,0,0
CPF-06604,8290.5,54,Casado,Outros,1,0,0
CPF-06194,8584.11,25,Solteiro,Comerciante,1,0,0
CPF-04453,7393.46,44,Solteiro,Médico,2,1,0
CPF-05638,11695.03,40,Solteiro,Empresário,2,0,1
CPF-01342,10606.03,44,Solteiro,Comerciante,2,1,0
CPF-01028,9118.51,37,Casado,Empresário,1,0,0
CPF-00689,13081.0,36,Solteiro,Outros,2,0,0
CPF-03502,7069.42,48,Casado,Advogado,1,0,0
CPF-01976,5434.75,34,Solteiro,Comerciante,1,0,0
CPF-03315,9499.76,48,Divorciado,Empresário,1,1,0
CPF-07161,3493.96,65,Solteiro,Outros,2,0,0
CPF-06144,12134.11,60,Casado,Servidor,1,0,0
CPF-07049,11697.78,41,Divorciado,Médico,2,0,0
CPF-02776,5819.29,38,Casado,Outros,2,0,0
CPF-06852,4254.61,49,Casado,Médico,2,0,0
CPF-01906,6213.28,55,Divorciado,Médico,1,0,0
CPF-04164,3301.35,29,Solteiro,Engenheiro,1,0,0
CPF-00656,6317.61,59,Solteiro,Empresário,2,0,0
CPF-01804,9190.02,44,Divorciado,Médico,1,0,0
CPF-02707,2779.12,28,Divorciado,Médico,1,0,0
CPF-01513,14266.06,50,Divorciado,Médico,1,0,0
CPF-00160,13954.57,65,Solteiro,Autônomo,2,0,0
CPF-04913,9737.67,61,Casado,Engenheiro,2,0,0
CPF-03081,9716.75,51,Divorciado,Engenheiro,1,1,0
CPF-00317,3227.63,60,Divorciado,Comerciante,2,0,0
CPF-03358,6248.36,41,Casado,Engenheiro,1,0,1
CPF-00785,8980.6,49,Divorciado,Comerciante,2,0,0
CPF-02877,6840.47,27,Solteiro,Autônomo,1,0,0
CPF-06257,3359.45,54,Casado,Engenheiro,1,0,0
CPF-04638,7153.51,45,Solteiro,Médico,1,1,0
CPF-01998,5261.22,56,Casado,Outros,1,0,0
CPF-00673,5408.85,57,Divorciado,Comerciante,2,0,0
CPF-06007,6902.52,36,Casado,Engenheiro,1,0,0
CPF-06990,16376.28,25,Divorciado,Empresário,2,0,0
CPF-04435,11220.41,28,Casado,Outros,1,0,0
CPF-07328,7484.52,44,Solteiro,Empresário,2,0,0
CPF-05215,12513.41,65,Divorciado,Médico,1,0,0
CPF-05977,4255.37,46,Solteiro,Outros,1,0,0
CPF-04765,8813.71,30,Casado,Advogado,2,0,0
CPF-05483,6510.86,25,Solteiro,Médico,1,0,0
